idade,renda,propriedade_casa,tempo_emprego,intencao_emprestimo,classificacao,vlr_emprestimo,tx_juros,status_emprestimo,pct_renda_emprestimo,inadimplencia_arquivada,hist_credito,nivel_risco,faixa_renda,faixa_emprestimo,alerta_comprometimento,faixa_hist_credito
33.0,49000,Alugada,6.0,Saúde,B,7200,12.42,0,0.15,Não,7,Risco Baixo,Baixa,Médio,False,Médio
35.0,50000,Alugada,6.0,,B,7200,11.99,0,0.14,Não,9,Risco Baixo,Média,Médio,False,Médio
27.0,55000,Financiada,8.0,,C,7500,12.22,0,0.14,Sim,6,Risco Médio-Baixo,Média,Médio,False,Médio
28.0,50000,Alugada,4.0,Consolidação de dívidas,B,7200,,0,0.14,Não,7,Risco Baixo,Média,Médio,False,Médio
30.0,55000,Financiada,0.0,Educacão,D,12000,13.55,0,0.22,Não,5,Risco Médio,Média,Médio,False,Curto
27.0,49000,Financiada,0.0,Pessoal,B,15000,9.76,1,0.31,Não,7,Risco Baixo,Baixa,Médio,False,Médio
28.0,56052,Alugada,8.0,,C,7200,11.28,0,0.13,Sim,8,Risco Médio-Baixo,Média,Médio,False,Médio
27.0,55140,Financiada,8.0,Reforma,C,10000,13.49,0,0.18,Sim,8,Risco Médio-Baixo,Média,Médio,False,Médio
27.0,60000,Alugada,4.0,Reforma,A,7200,8.9,0,0.12,Não,7,Risco Muito Baixo,Média,Médio,False,Médio
28.0,60000,Alugada,5.0,Reforma,A,7200,5.42,0,0.12,Não,7,Risco Muito Baixo,Média,Médio,False,Médio
27.0,60000,Alugada,0.0,Reforma,A,7200,7.74,0,0.12,Não,10,Risco Muito Baixo,Média,Médio,False,Médio
27.0,49200,Financiada,2.0,Consolidação de dívidas,E,7500,16.32,1,0.15,Não,7,Risco Médio-Alto,Média,Médio,False,Médio
28.0,62000,Alugada,4.0,Pessoal,C,7200,12.99,0,0.12,Sim,9,Risco Médio-Baixo,Média,Médio,False,Médio
27.0,55200,Propria,4.0,Educacão,B,4000,,0,0.07,Não,10,Risco Baixo,Média,Baixo,False,Médio
28.0,55200,Financiada,12.0,,C,3000,11.72,0,0.05,Não,10,Risco Médio-Baixo,Média,Muito Baixo,False,Médio
28.0,65000,Alugada,2.0,Saúde,C,7200,13.98,0,0.11,Sim,8,Risco Médio-Baixo,Alta,Médio,False,Médio
29.0,65000,Alugada,1.0,Saúde,B,7200,11.12,0,0.11,Não,8,Risco Baixo,Alta,Médio,False,Médio
34.0,68000,Alugada,5.0,Pessoal,B,7200,,0,0.11,Não,9,Risco Baixo,Alta,Médio,False,Médio
30.0,70000,Alugada,3.0,Consolidação de dívidas,C,7200,,0,0.1,Sim,10,Risco Médio-Baixo,Alta,Médio,False,Médio
27.0,49500,Financiada,7.0,,C,4750,15.27,1,0.1,Não,7,Risco Médio-Baixo,Média,Baixo,False,Médio
31.0,74076,Alugada,9.0,Saúde,B,7200,,0,0.1,Não,9,Risco Baixo,Alta,Médio,False,Médio
29.0,75000,Alugada,2.0,Consolidação de dívidas,A,7200,7.9,0,0.1,Não,10,Risco Muito Baixo,Alta,Médio,False,Médio
28.0,75000,Alugada,8.0,Consolidação de dívidas,B,7200,9.88,0,0.1,Não,7,Risco Baixo,Alta,Médio,False,Médio
29.0,55530,Financiada,13.0,Educacão,A,18825,8.9,0,0.34,Não,7,Risco Muito Baixo,Média,Alto,False,Médio
30.0,55536,Financiada,14.0,Consolidação de dívidas,C,1000,,0,0.02,Não,9,Risco Médio-Baixo,Média,Muito Baixo,False,Médio
29.0,76000,Alugada,2.0,Saúde,B,7200,,0,0.09,Não,8,Risco Baixo,Alta,Médio,False,Médio
30.0,82060,Alugada,1.0,Educacão,A,7200,,0,0.09,Não,7,Risco Muito Baixo,Alta,Médio,False,Médio
27.0,55596,Financiada,5.0,Saúde,A,2000,7.51,0,0.04,Não,9,Risco Muito Baixo,Média,Muito Baixo,False,Médio
32.0,55600,Propria,14.0,Educacão,B,8800,9.99,0,0.16,Não,6,Risco Baixo,Média,Médio,False,Médio
27.0,55600,Propria,2.0,Educacão,B,4200,10.37,0,0.08,Não,9,Risco Baixo,Média,Baixo,False,Médio
27.0,82500,Alugada,0.0,Consolidação de dívidas,C,7200,14.22,0,0.09,Sim,9,Risco Médio-Baixo,Alta,Médio,False,Médio
33.0,83000,Alugada,5.0,Educacão,A,7200,8.0,0,0.09,Não,8,Risco Muito Baixo,Alta,Médio,False,Médio
28.0,55640,Financiada,6.0,Saúde,B,20000,,0,0.36,Não,8,Risco Baixo,Média,Alto,False,Médio
28.0,55640,Financiada,9.0,Saúde,C,5000,,0,0.09,Não,7,Risco Médio-Baixo,Média,Baixo,False,Médio
31.0,55680,Financiada,7.0,,C,4000,12.73,0,0.07,Não,7,Risco Médio-Baixo,Média,Baixo,False,Médio
30.0,55684,Financiada,13.0,Educacão,B,5200,12.69,0,0.09,Não,9,Risco Baixo,Média,Baixo,False,Médio
27.0,84000,Alugada,8.0,Educacão,C,7200,,0,0.09,Não,10,Risco Médio-Baixo,Alta,Médio,False,Médio
32.0,85000,Alugada,9.0,Educacão,B,7200,11.58,0,0.08,Não,10,Risco Baixo,Alta,Médio,False,Médio
28.0,55704,Financiada,12.0,Consolidação de dívidas,A,8400,7.51,0,0.15,Não,9,Risco Muito Baixo,Média,Médio,False,Médio
31.0,55728,Financiada,0.0,Saúde,B,13000,10.62,0,0.23,Não,9,Risco Baixo,Média,Médio,False,Médio
30.0,49777,Financiada,7.0,Saúde,D,6000,14.54,1,0.12,Não,6,Risco Médio,Média,Baixo,False,Médio
27.0,85000,Alugada,0.0,,A,7200,7.68,0,0.08,Não,10,Risco Muito Baixo,Alta,Médio,False,Médio
29.0,89000,Alugada,2.0,Pessoal,A,7200,,0,0.08,Não,10,Risco Muito Baixo,Muito Alta,Médio,False,Médio
30.0,90000,Alugada,2.0,Educacão,B,7200,11.99,0,0.08,Não,7,Risco Baixo,Muito Alta,Médio,False,Médio
33.0,55920,Financiada,9.0,Educacão,A,22000,7.88,0,0.39,Não,6,Risco Muito Baixo,Média,Alto,False,Médio
29.0,55992,Financiada,2.0,Pessoal,B,5000,,0,0.09,Não,10,Risco Baixo,Média,Baixo,False,Médio
28.0,90000,Alugada,0.0,,A,7200,5.42,0,0.08,Não,5,Risco Muito Baixo,Muito Alta,Médio,False,Curto
33.0,94000,Alugada,4.0,,A,7200,,0,0.08,Não,6,Risco Muito Baixo,Muito Alta,Médio,False,Médio
27.0,98500,Alugada,5.0,Reforma,C,7200,14.35,0,0.07,Sim,6,Risco Médio-Baixo,Muito Alta,Médio,False,Médio
28.0,112123,Alugada,2.0,,A,7200,8.59,0,0.06,Não,9,Risco Muito Baixo,Muito Alta,Médio,False,Médio
27.0,56000,Propria,7.0,,C,1000,14.65,0,0.02,Não,8,Risco Médio-Baixo,Média,Muito Baixo,False,Médio
27.0,120000,Alugada,0.0,Consolidação de dívidas,A,7200,7.29,0,0.06,Não,10,Risco Muito Baixo,Muito Alta,Médio,False,Médio
29.0,125004,Alugada,3.0,Saúde,B,7200,9.99,0,0.06,Não,6,Risco Baixo,Muito Alta,Médio,False,Médio
33.0,56000,Financiada,13.0,Saúde,A,12000,6.62,0,0.21,Não,6,Risco Muito Baixo,Média,Médio,False,Médio
29.0,28800,Alugada,2.0,Educacão,A,7225,6.92,0,0.25,Não,7,Risco Muito Baixo,Muito Baixa,Médio,False,Médio
30.0,20800,Alugada,0.0,Saúde,A,7250,8.0,1,0.35,Não,10,Risco Muito Baixo,Muito Baixa,Médio,False,Médio
29.0,56000,Propria,5.0,Educacão,A,9200,6.03,0,0.16,Não,9,Risco Muito Baixo,Média,Médio,False,Médio
28.0,39750,Alugada,5.0,Educacão,A,7250,8.49,0,0.18,Não,8,Risco Muito Baixo,Baixa,Médio,False,Médio
35.0,105000,Alugada,11.0,,C,7250,,0,0.07,Sim,5,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
29.0,35000,Alugada,6.0,Saúde,B,7300,11.71,0,0.21,Não,9,Risco Baixo,Muito Baixa,Médio,False,Médio
29.0,56000,Financiada,8.0,Saúde,B,6000,10.99,0,0.11,Não,9,Risco Baixo,Média,Baixo,False,Médio
28.0,56000,Financiada,4.0,Consolidação de dívidas,A,15000,7.49,0,0.27,Não,9,Risco Muito Baixo,Média,Médio,False,Médio
31.0,56000,Propria,6.0,,A,11500,,0,0.21,Não,9,Risco Muito Baixo,Média,Médio,False,Médio
27.0,50000,Alugada,5.0,Saúde,A,7300,7.29,0,0.15,Não,9,Risco Muito Baixo,Média,Médio,False,Médio
33.0,50000,Financiada,14.0,Consolidação de dívidas,D,10000,16.89,1,0.2,Não,7,Risco Médio,Média,Médio,False,Médio
30.0,115000,Alugada,7.0,Consolidação de dívidas,B,7300,10.25,0,0.06,Não,9,Risco Baixo,Muito Alta,Médio,False,Médio
28.0,44995,Alugada,2.0,Educacão,A,7350,7.49,0,0.16,Não,10,Risco Muito Baixo,Baixa,Médio,False,Médio
27.0,56000,Financiada,4.0,Consolidação de dívidas,B,10050,9.63,0,0.18,Não,8,Risco Baixo,Média,Médio,False,Médio
32.0,31000,Alugada,2.0,Reforma,D,7400,16.77,1,0.24,Sim,9,Risco Médio,Muito Baixa,Médio,False,Médio
35.0,56000,Financiada,,Consolidação de dívidas,A,12000,,0,0.21,Não,8,Risco Muito Baixo,Média,Médio,False,Médio
33.0,69000,Alugada,8.0,Reforma,B,7400,9.76,0,0.11,Não,5,Risco Baixo,Alta,Médio,False,Curto
31.0,56000,Financiada,3.0,Saúde,A,12000,6.54,0,0.21,Não,5,Risco Muito Baixo,Média,Médio,False,Curto
32.0,56000,Financiada,13.0,Educacão,B,3000,8.88,0,0.05,Não,9,Risco Baixo,Média,Muito Baixo,False,Médio
28.0,140000,Alugada,0.0,Consolidação de dívidas,A,7400,6.03,0,0.05,Não,9,Risco Muito Baixo,Muito Alta,Médio,False,Médio
28.0,56000,Propria,10.0,Reforma,C,12000,14.72,0,0.21,Sim,7,Risco Médio-Baixo,Média,Médio,False,Médio
29.0,55000,Alugada,6.0,Reforma,D,7450,15.62,0,0.14,Não,8,Risco Médio,Média,Médio,False,Médio
27.0,62900,Alugada,9.0,Saúde,D,7450,15.99,1,0.1,Não,10,Risco Médio,Média,Médio,False,Médio
27.0,50000,Financiada,8.0,Saúde,D,8400,,1,0.17,Não,7,Risco Médio,Média,Médio,False,Médio
29.0,56000,Financiada,0.0,,C,6000,13.23,0,0.11,Sim,7,Risco Médio-Baixo,Média,Baixo,False,Médio
34.0,56000,Propria,0.0,Saúde,B,5600,11.86,0,0.1,Não,7,Risco Baixo,Média,Baixo,False,Médio
28.0,20000,Alugada,0.0,Saúde,B,7500,9.76,1,0.38,Não,9,Risco Baixo,Muito Baixa,Médio,False,Médio
33.0,56000,Financiada,2.0,Pessoal,A,11500,7.14,0,0.21,Não,10,Risco Muito Baixo,Média,Médio,False,Médio
32.0,56000,Financiada,5.0,Pessoal,A,10000,7.14,0,0.18,Não,8,Risco Muito Baixo,Média,Médio,False,Médio
29.0,56000,Financiada,8.0,,A,13000,7.88,0,0.23,Não,5,Risco Muito Baixo,Média,Médio,False,Curto
30.0,21996,Alugada,4.0,Saúde,B,7500,10.37,1,0.34,Não,9,Risco Baixo,Muito Baixa,Médio,False,Médio
31.0,56000,Financiada,4.0,Educacão,A,8000,8.59,0,0.14,Não,5,Risco Muito Baixo,Média,Médio,False,Curto
30.0,56000,Financiada,1.0,Saúde,B,14000,12.18,0,0.25,Não,7,Risco Baixo,Média,Médio,False,Médio
29.0,25400,Alugada,1.0,Educacão,D,7500,14.59,1,0.3,Sim,5,Risco Médio,Muito Baixa,Médio,False,Curto
29.0,56000,Financiada,4.0,Educacão,D,18000,14.61,0,0.32,Sim,9,Risco Médio,Média,Alto,False,Médio
28.0,56000,Financiada,9.0,,D,4800,14.61,0,0.09,Sim,6,Risco Médio,Média,Baixo,False,Médio
27.0,27000,Alugada,2.0,Saúde,B,7500,12.69,0,0.28,Não,10,Risco Baixo,Muito Baixa,Médio,False,Médio
29.0,27600,Alugada,2.0,Educacão,A,7500,6.62,0,0.27,Não,9,Risco Muito Baixo,Muito Baixa,Médio,False,Médio
27.0,30000,Alugada,5.0,Educacão,D,7500,14.84,0,0.25,Não,7,Risco Médio,Muito Baixa,Médio,False,Médio
33.0,30000,Alugada,14.0,Educacão,B,7500,11.86,1,0.25,Não,5,Risco Baixo,Muito Baixa,Médio,False,Curto
35.0,56000,Financiada,1.0,Reforma,B,15000,11.26,0,0.27,Não,10,Risco Baixo,Média,Médio,False,Médio
31.0,31000,Alugada,5.0,Pessoal,A,7500,7.49,0,0.24,Não,9,Risco Muito Baixo,Muito Baixa,Médio,False,Médio
30.0,56000,Financiada,5.0,Educacão,B,1500,,0,0.03,Não,7,Risco Baixo,Média,Muito Baixo,False,Médio
30.0,32004,Alugada,0.0,Consolidação de dívidas,C,7500,13.47,0,0.23,Sim,10,Risco Médio-Baixo,Muito Baixa,Médio,False,Médio
30.0,56004,Financiada,9.0,Reforma,A,9600,5.99,0,0.17,Não,6,Risco Muito Baixo,Média,Médio,False,Médio
27.0,33000,Alugada,2.0,Saúde,D,7500,15.65,1,0.23,Sim,7,Risco Médio,Muito Baixa,Médio,False,Médio
33.0,33000,Alugada,0.0,Pessoal,C,7500,11.34,0,0.23,Não,9,Risco Médio-Baixo,Muito Baixa,Médio,False,Médio
29.0,34000,Alugada,4.0,Saúde,A,7500,,0,0.22,Não,10,Risco Muito Baixo,Muito Baixa,Médio,False,Médio
31.0,34000,Alugada,0.0,Saúde,A,7500,8.94,0,0.22,Não,8,Risco Muito Baixo,Muito Baixa,Médio,False,Médio
28.0,34200,Alugada,8.0,Pessoal,A,7500,8.94,0,0.22,Não,7,Risco Muito Baixo,Muito Baixa,Médio,False,Médio
27.0,56004,Financiada,5.0,Reforma,A,5000,7.74,0,0.09,Não,7,Risco Muito Baixo,Média,Baixo,False,Médio
27.0,56004,Financiada,4.0,Pessoal,A,3100,9.32,0,0.06,Não,7,Risco Muito Baixo,Média,Baixo,False,Médio
30.0,56030,Financiada,14.0,Pessoal,B,13000,11.89,0,0.23,Não,7,Risco Baixo,Média,Médio,False,Médio
29.0,56033,Financiada,7.0,,C,16000,14.65,0,0.29,Não,6,Risco Médio-Baixo,Média,Alto,False,Médio
33.0,56100,Propria,13.0,Reforma,A,16000,6.03,0,0.29,Não,8,Risco Muito Baixo,Média,Alto,False,Médio
30.0,35004,Alugada,0.0,Saúde,A,7500,8.63,0,0.21,Não,5,Risco Muito Baixo,Baixa,Médio,False,Curto
35.0,35300,Alugada,0.0,Educacão,C,7500,12.29,0,0.21,Sim,7,Risco Médio-Baixo,Baixa,Médio,False,Médio
28.0,56148,Financiada,12.0,Consolidação de dívidas,C,2400,13.99,0,0.04,Não,6,Risco Médio-Baixo,Média,Muito Baixo,False,Médio
27.0,56244,Financiada,11.0,Reforma,C,12000,14.22,0,0.21,Não,8,Risco Médio-Baixo,Média,Médio,False,Médio
32.0,56256,Financiada,2.0,Pessoal,A,6500,6.17,0,0.12,Não,5,Risco Muito Baixo,Média,Baixo,False,Curto
35.0,30000,Alugada,1.0,Educacão,C,7500,,1,0.25,Sim,6,Risco Médio-Baixo,Muito Baixa,Médio,False,Médio
27.0,56331,Financiada,7.0,Educacão,B,10000,10.36,0,0.18,Não,10,Risco Baixo,Média,Médio,False,Médio
34.0,56400,Financiada,2.0,Consolidação de dívidas,A,7000,7.9,0,0.12,Não,10,Risco Muito Baixo,Média,Baixo,False,Médio
31.0,37000,Alugada,5.0,Pessoal,C,7500,15.23,0,0.2,Não,6,Risco Médio-Baixo,Baixa,Médio,False,Médio
34.0,56400,Propria,8.0,Saúde,A,12100,5.79,0,0.21,Não,9,Risco Muito Baixo,Média,Médio,False,Médio
28.0,31000,Alugada,1.0,Reforma,D,7500,15.31,1,0.24,Sim,5,Risco Médio,Muito Baixa,Médio,False,Curto
30.0,38168,Alugada,5.0,Pessoal,B,7500,9.76,0,0.2,Não,6,Risco Baixo,Baixa,Médio,False,Médio
33.0,38400,Alugada,,Educacão,C,7500,13.49,0,0.2,Não,5,Risco Médio-Baixo,Baixa,Médio,False,Curto
29.0,56500,Financiada,13.0,Saúde,A,14750,,0,0.26,Não,8,Risco Muito Baixo,Média,Médio,False,Médio
33.0,50500,Financiada,2.0,Saúde,D,4000,,1,0.08,Sim,8,Risco Médio,Média,Baixo,False,Médio
30.0,40000,Alugada,3.0,,B,7500,12.69,0,0.19,Não,5,Risco Baixo,Baixa,Médio,False,Curto
35.0,56566,Financiada,3.0,Educacão,A,3200,,0,0.06,Não,6,Risco Muito Baixo,Média,Baixo,False,Médio
30.0,56604,Financiada,3.0,,D,3000,17.58,0,0.05,Não,9,Risco Médio,Média,Muito Baixo,False,Médio
30.0,56628,Financiada,2.0,Reforma,A,12000,8.94,0,0.21,Não,10,Risco Muito Baixo,Média,Médio,False,Médio
31.0,34000,Alugada,2.0,Reforma,D,7500,15.58,1,0.22,Não,5,Risco Médio,Muito Baixa,Médio,False,Curto
28.0,56700,Financiada,11.0,,B,15000,12.12,0,0.26,Não,7,Risco Baixo,Média,Médio,False,Médio
29.0,56700,Financiada,9.0,,C,10000,,0,0.18,Sim,5,Risco Médio-Baixo,Média,Médio,False,Curto
29.0,56700,Propria,14.0,Saúde,B,11000,10.62,0,0.19,Não,6,Risco Baixo,Média,Médio,False,Médio
28.0,40000,Alugada,2.0,Pessoal,B,7500,11.86,0,0.19,Não,8,Risco Baixo,Baixa,Médio,False,Médio
32.0,56784,Propria,3.0,Pessoal,D,12000,14.96,0,0.21,Sim,10,Risco Médio,Média,Médio,False,Médio
28.0,50820,Financiada,12.0,Pessoal,B,10000,10.59,1,0.2,Não,8,Risco Baixo,Média,Médio,False,Médio
28.0,56864,Financiada,5.0,Pessoal,A,12300,7.88,0,0.22,Não,7,Risco Muito Baixo,Média,Médio,False,Médio
29.0,40000,Alugada,7.0,Saúde,C,7500,12.73,0,0.19,Sim,9,Risco Médio-Baixo,Baixa,Médio,False,Médio
32.0,34000,Alugada,0.0,Educacão,B,7500,10.01,1,0.22,Não,5,Risco Baixo,Muito Baixa,Médio,False,Curto
30.0,34000,Alugada,1.0,,C,7500,,1,0.22,Não,6,Risco Médio-Baixo,Muito Baixa,Médio,False,Médio
28.0,40000,Alugada,2.0,Saúde,C,7500,,0,0.19,Não,7,Risco Médio-Baixo,Baixa,Médio,False,Médio
32.0,40000,Alugada,2.0,Educacão,A,7500,8.0,0,0.19,Não,6,Risco Muito Baixo,Baixa,Médio,False,Médio
28.0,57000,Financiada,5.0,Pessoal,A,9500,7.51,0,0.17,Não,5,Risco Muito Baixo,Média,Médio,False,Curto
29.0,42000,Alugada,0.0,Educacão,C,7500,12.87,0,0.18,Sim,8,Risco Médio-Baixo,Baixa,Médio,False,Médio
28.0,36000,Alugada,2.0,Reforma,B,7500,10.39,1,0.21,Não,9,Risco Baixo,Baixa,Médio,False,Médio
27.0,36000,Alugada,0.0,Pessoal,D,7500,13.55,1,0.21,Sim,7,Risco Médio,Baixa,Médio,False,Médio
28.0,57000,Financiada,13.0,Pessoal,C,9600,15.96,0,0.17,Sim,9,Risco Médio-Baixo,Média,Médio,False,Médio
33.0,38604,Alugada,0.0,,D,7500,,1,0.19,Não,5,Risco Médio,Baixa,Médio,False,Curto
29.0,44720,Alugada,6.0,Educacão,B,7500,,0,0.17,Não,5,Risco Baixo,Baixa,Médio,False,Curto
27.0,57000,Propria,11.0,Educacão,A,15000,6.03,0,0.26,Não,6,Risco Muito Baixo,Média,Médio,False,Médio
29.0,44875,Alugada,0.0,Saúde,A,7500,8.32,0,0.17,Não,8,Risco Muito Baixo,Baixa,Médio,False,Médio
27.0,45000,Alugada,4.0,Saúde,C,7500,15.27,0,0.17,Não,8,Risco Médio-Baixo,Baixa,Médio,False,Médio
27.0,57000,Financiada,11.0,Consolidação de dívidas,A,3000,7.51,0,0.05,Não,5,Risco Muito Baixo,Média,Muito Baixo,False,Curto
35.0,57000,Financiada,8.0,Saúde,A,5500,7.49,0,0.1,Não,5,Risco Muito Baixo,Média,Baixo,False,Curto
27.0,45000,Alugada,0.0,Pessoal,C,7500,12.73,0,0.17,Sim,6,Risco Médio-Baixo,Baixa,Médio,False,Médio
28.0,51000,Financiada,1.0,Pessoal,A,4775,7.49,1,0.09,Não,6,Risco Muito Baixo,Média,Baixo,False,Médio
34.0,39000,Alugada,0.0,Consolidação de dívidas,B,7500,9.45,1,0.19,Não,9,Risco Baixo,Baixa,Médio,False,Médio
29.0,45756,Alugada,7.0,Educacão,B,7500,10.0,0,0.16,Não,7,Risco Baixo,Baixa,Médio,False,Médio
27.0,51000,Financiada,1.0,Reforma,A,10000,6.99,1,0.2,Não,5,Risco Muito Baixo,Média,Médio,False,Curto
27.0,46000,Alugada,4.0,Saúde,C,7500,13.49,0,0.16,Não,5,Risco Médio-Baixo,Baixa,Médio,False,Curto
30.0,57000,Financiada,1.0,,A,4500,7.49,0,0.08,Não,10,Risco Muito Baixo,Média,Baixo,False,Médio
30.0,46800,Alugada,0.0,Educacão,A,7500,7.88,0,0.16,Não,10,Risco Muito Baixo,Baixa,Médio,False,Médio
30.0,48000,Alugada,4.0,Saúde,A,7500,7.49,0,0.16,Não,6,Risco Muito Baixo,Baixa,Médio,False,Médio
28.0,48500,Alugada,3.0,,D,7500,12.86,0,0.15,Não,7,Risco Médio,Baixa,Médio,False,Médio
27.0,42996,Alugada,11.0,Saúde,C,7500,11.91,1,0.17,Não,7,Risco Médio-Baixo,Baixa,Médio,False,Médio
32.0,57000,Financiada,11.0,Saúde,C,9000,13.35,0,0.16,Sim,5,Risco Médio-Baixo,Média,Médio,False,Curto
33.0,57000,Financiada,4.0,Consolidação de dívidas,A,13000,7.88,0,0.23,Não,5,Risco Muito Baixo,Média,Médio,False,Curto
29.0,57000,Financiada,4.0,Saúde,A,2500,6.76,0,0.04,Não,7,Risco Muito Baixo,Média,Muito Baixo,False,Médio
30.0,57000,Financiada,2.0,,A,6000,7.51,0,0.11,Não,8,Risco Muito Baixo,Média,Baixo,False,Médio
29.0,57000,Propria,5.0,Saúde,B,5000,11.86,0,0.09,Não,10,Risco Baixo,Média,Baixo,False,Médio
33.0,44000,Alugada,1.0,Educacão,D,7500,12.92,1,0.17,Sim,6,Risco Médio,Baixa,Médio,False,Médio
31.0,57000,Financiada,10.0,Educacão,B,8000,9.88,0,0.14,Não,9,Risco Baixo,Média,Médio,False,Médio
30.0,50400,Alugada,2.0,Pessoal,B,7500,10.25,0,0.15,Não,7,Risco Baixo,Média,Médio,False,Médio
28.0,57000,Financiada,2.0,,C,6000,12.73,0,0.11,Não,10,Risco Médio-Baixo,Média,Baixo,False,Médio
33.0,50750,Alugada,2.0,Pessoal,C,7500,11.91,0,0.15,Sim,6,Risco Médio-Baixo,Média,Médio,False,Médio
28.0,51000,Alugada,13.0,,D,7500,16.49,0,0.15,Sim,7,Risco Médio,Média,Médio,False,Médio
28.0,51000,Propria,2.0,Consolidação de dívidas,E,20400,17.74,1,0.4,Sim,5,Risco Médio-Alto,Média,Alto,True,Curto
30.0,45063,Alugada,7.0,Saúde,D,7500,15.05,1,0.17,Não,6,Risco Médio,Baixa,Médio,False,Médio
28.0,57000,Propria,7.0,Pessoal,B,3500,11.83,0,0.06,Não,6,Risco Baixo,Média,Baixo,False,Médio
31.0,54200,Alugada,4.0,,C,7500,12.61,0,0.14,Não,10,Risco Médio-Baixo,Média,Médio,False,Médio
28.0,57000,Financiada,12.0,Reforma,A,13000,9.63,0,0.23,Não,5,Risco Muito Baixo,Média,Médio,False,Curto
33.0,51000,Financiada,2.0,Educacão,A,1200,9.63,1,0.02,Não,7,Risco Muito Baixo,Média,Muito Baixo,False,Médio
29.0,57000,Financiada,13.0,Reforma,A,6000,9.32,0,0.11,Não,5,Risco Muito Baixo,Média,Baixo,False,Curto
30.0,57000,Financiada,6.0,Pessoal,A,4000,8.0,0,0.07,Não,7,Risco Muito Baixo,Média,Baixo,False,Médio
32.0,51000,Financiada,5.0,Saúde,C,15000,,1,0.29,Sim,8,Risco Médio-Baixo,Média,Médio,False,Médio
33.0,57000,Financiada,7.0,Educacão,B,15000,10.39,0,0.26,Não,7,Risco Baixo,Média,Médio,False,Médio
28.0,55000,Alugada,7.0,Consolidação de dívidas,C,7500,12.84,0,0.14,Sim,6,Risco Médio-Baixo,Média,Médio,False,Médio
31.0,56400,Alugada,1.0,,B,7500,11.48,0,0.13,Não,10,Risco Baixo,Média,Médio,False,Médio
30.0,57000,Alugada,4.0,,C,7500,14.27,0,0.13,Não,5,Risco Médio-Baixo,Média,Médio,False,Curto
31.0,57000,Alugada,2.0,Educacão,B,7500,12.53,0,0.13,Não,9,Risco Baixo,Média,Médio,False,Médio
34.0,57000,Alugada,9.0,Consolidação de dívidas,B,7500,11.14,0,0.13,Não,7,Risco Baixo,Média,Médio,False,Médio
28.0,51043,Financiada,12.0,Pessoal,C,2100,12.29,1,0.04,Não,8,Risco Médio-Baixo,Média,Muito Baixo,False,Médio
27.0,57996,Alugada,11.0,Educacão,B,7500,12.21,0,0.13,Não,10,Risco Baixo,Média,Médio,False,Médio
31.0,57200,Financiada,3.0,Consolidação de dívidas,C,7500,13.11,0,0.13,Sim,5,Risco Médio-Baixo,Média,Médio,False,Curto
27.0,57240,Propria,4.0,,B,15000,11.99,0,0.26,Não,6,Risco Baixo,Média,Médio,False,Médio
31.0,57240,Financiada,1.0,Educacão,A,10000,5.99,0,0.17,Não,6,Risco Muito Baixo,Média,Médio,False,Médio
28.0,57248,Financiada,1.0,Educacão,A,9000,6.92,0,0.16,Não,7,Risco Muito Baixo,Média,Médio,False,Médio
29.0,57300,Propria,13.0,Saúde,B,12000,11.48,0,0.21,Não,8,Risco Baixo,Média,Médio,False,Médio
31.0,57335,Financiada,6.0,Educacão,D,16500,14.84,0,0.29,Não,10,Risco Médio,Média,Alto,False,Médio
28.0,57360,Financiada,3.0,Educacão,B,23000,,0,0.4,Não,7,Risco Baixo,Média,Alto,True,Médio
31.0,57400,Financiada,6.0,Pessoal,A,7600,5.99,0,0.13,Não,10,Risco Muito Baixo,Média,Médio,False,Médio
31.0,60000,Alugada,3.0,Consolidação de dívidas,A,7500,5.79,0,0.13,Não,9,Risco Muito Baixo,Média,Médio,False,Médio
30.0,57408,Financiada,0.0,Consolidação de dívidas,B,18000,8.88,0,0.31,Não,10,Risco Baixo,Média,Alto,False,Médio
33.0,57500,Financiada,0.0,Saúde,A,15000,6.03,0,0.26,Não,7,Risco Muito Baixo,Média,Médio,False,Médio
31.0,61000,Alugada,3.0,Saúde,C,7500,,0,0.12,Sim,10,Risco Médio-Baixo,Média,Médio,False,Médio
27.0,62000,Alugada,4.0,Educacão,C,7500,13.04,0,0.12,Sim,6,Risco Médio-Baixo,Média,Médio,False,Médio
29.0,57500,Financiada,7.0,Pessoal,A,19600,7.88,0,0.34,Não,8,Risco Muito Baixo,Média,Alto,False,Médio
29.0,65000,Alugada,5.0,Educacão,B,7500,12.69,0,0.12,Não,10,Risco Baixo,Alta,Médio,False,Médio
29.0,59000,Alugada,3.0,Reforma,B,7500,9.99,1,0.13,Não,8,Risco Baixo,Média,Médio,False,Médio
31.0,65000,Alugada,8.0,Saúde,B,7500,10.95,0,0.12,Não,10,Risco Baixo,Alta,Médio,False,Médio
30.0,57600,Financiada,0.0,Reforma,C,6000,14.65,0,0.1,Não,8,Risco Médio-Baixo,Média,Baixo,False,Médio
27.0,51600,Financiada,2.0,,D,13650,16.29,1,0.26,Não,9,Risco Médio,Média,Médio,False,Médio
28.0,57600,Financiada,12.0,Pessoal,B,10625,12.42,0,0.18,Não,6,Risco Baixo,Média,Médio,False,Médio
